f,type,offset,first_harmonic,last_harmonic,left_width,right_width,comment
1807.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1810.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1813.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1816.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1819.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1819.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1820.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1821.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1824.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1826.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1827.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1827.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1829.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1830.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1830.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1832.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1833.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1833.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1835.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1835.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1838.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1838.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1841.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1841.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1844.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1844.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1847.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1847.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1852.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1853.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1855.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1856.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1858.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1859.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1861.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1862.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1864.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1867.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1867.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1869.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1870.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1872.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1873.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1875.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1876.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1878.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1881.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1883.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1884.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1886.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1887.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1889.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1889.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1890.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1890.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1892.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1892.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1893.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1895.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1895.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1898.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1901.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1901.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1904.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1906.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1907.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1909.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1909.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1910.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1912.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1912.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1913.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1915.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1915.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1919.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1920.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1921.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1923.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1924.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1926.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1929.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1932.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1933.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1933.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1935.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1937.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1938.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1940.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1941.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1944.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1946.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1947.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1949.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1952.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1951.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1952.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1952.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1952.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1955.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1955.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1958.100000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1958.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1960.500000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1961.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1963.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1963.900000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1964.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1966.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1969.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1969.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1972.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1975.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1976.000000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1978.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1980.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1983.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1984.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1983.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1986.600000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1991.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1992.400000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1994.800000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1995.300000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1997.200000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
1997.700000,0,0.0,1,1,0.0003,0.0003,% Line in the weird comb
